,brand,model,year,km_driven,fuel,seller_type,transmission,owner,torque,seats,consumption,volume,power,selling_price
268,Maruti,Swift,2014,70000,Petrol,Individual,0,1,114.0,5.0,19.1,1197.0,85.8,400000
269,Chevrolet,Beat,2012,60000,Petrol,Individual,0,2,108.0,5.0,18.6,1199.0,79.4,120000
270,Tata,Tigor,2018,10000,Petrol,Individual,1,0,114.0,5.0,20.3,1199.0,84.0,645000
271,Maruti,800,2006,80000,Petrol,Individual,0,0,59.0,4.0,16.1,796.0,37.0,81000
272,Honda,City,2017,30000,Diesel,Individual,0,0,200.0,5.0,25.6,1498.0,97.9,1300000
273,Honda,City,2017,33000,Diesel,Individual,0,0,200.0,5.0,25.6,1498.0,97.9,1250000
274,Maruti,Ertiga,2013,90000,Petrol,Individual,0,2,130.0,7.0,16.02,1373.0,93.7,535000
275,Nissan,Terrano,2014,80100,Diesel,Individual,0,1,248.0,5.0,19.01,1461.0,108.5,555000
276,Honda,City,2014,120000,Petrol,Individual,0,0,145.0,5.0,17.4,1497.0,117.3,725000
278,Renault,KWID,2016,40000,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,229999
279,Toyota,Innova,2013,160000,Diesel,Individual,0,1,200.0,8.0,12.99,2494.0,100.6,800000
280,Maruti,Wagon,2017,47000,Petrol,Individual,0,0,90.0,5.0,20.51,998.0,67.04,409999
281,Hyundai,Creta,2018,25000,Diesel,Individual,0,0,219.7,5.0,21.38,1396.0,88.7,1210000
282,Tata,Tiago,2017,26000,Petrol,Individual,0,0,114.0,5.0,23.84,1199.0,84.0,400000
283,Hyundai,Grand,2018,29000,Diesel,Individual,0,0,190.24,5.0,24.0,1186.0,73.97,520000
284,Maruti,Baleno,2016,50000,Petrol,Individual,1,0,115.0,5.0,21.4,1197.0,83.1,650000
285,Maruti,Swift,2011,58000,Petrol,Individual,0,2,113.0,5.0,16.1,1298.0,88.2,325000
286,Maruti,Swift,2012,120000,Petrol,Individual,1,0,114.0,5.0,17.4,1197.0,85.8,420000
287,Maruti,Zen,2003,60000,Petrol,Individual,0,3,78.0,5.0,17.3,993.0,60.0,65000
288,Maruti,Celerio,2017,36000,Petrol,Individual,0,0,90.0,5.0,23.1,998.0,67.04,351000
289,Toyota,Innova,2007,120000,Diesel,Individual,0,2,200.0,8.0,12.8,2494.0,102.0,404000
290,Maruti,Ritz,2011,185000,Diesel,Individual,0,2,190.0,5.0,21.1,1248.0,73.9,185000
291,Nissan,Micra,2011,50000,Diesel,Individual,0,0,160.0,5.0,23.08,1461.0,63.1,250000
292,Maruti,Zen,2002,100000,Petrol,Individual,0,3,78.0,5.0,17.3,993.0,60.0,60000
293,Hyundai,Verna,2013,50000,Petrol,Individual,0,1,154.9,5.0,17.1,1591.0,121.3,500000
294,Maruti,Zen,2007,80000,Petrol,Individual,0,1,90.0,5.0,18.2,998.0,67.1,85000
296,Maruti,Alto,2005,80000,Petrol,Individual,0,3,62.0,5.0,19.7,796.0,46.3,85000
297,Maruti,A-Star,2010,162000,Petrol,Individual,0,1,90.0,5.0,19.0,998.0,66.1,130000
298,Maruti,Ertiga,2013,110000,Diesel,Individual,0,2,200.0,7.0,20.77,1248.0,88.76,480000
299,Maruti,Swift,2008,120000,Diesel,Individual,0,2,190.0,5.0,17.8,1248.0,75.0,170000
300,Nissan,Micra,2011,45000,Diesel,Individual,0,0,160.0,5.0,23.08,1461.0,63.1,275000
301,Maruti,Wagon,2005,90000,Petrol,Individual,0,1,90.0,5.0,18.9,998.0,67.1,89000
302,Ford,Figo,2010,90000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.0,170000
303,Hyundai,Creta,2017,67000,Diesel,Individual,1,0,259.9,5.0,17.01,1582.0,126.2,1100000
304,Maruti,Swift,2018,52000,Petrol,Dealer,0,0,113.0,5.0,22.0,1197.0,81.8,610000
305,Datsun,GO,2016,40000,Petrol,Dealer,0,0,104.0,5.0,20.63,1198.0,67.0,335000
306,Toyota,Fortuner,2018,35000,Diesel,Individual,0,0,420.0,7.0,14.24,2755.0,174.5,3000000
307,Renault,KWID,2018,13000,Petrol,Dealer,0,0,72.0,5.0,20.71,799.0,53.26,390000
308,Honda,Brio,2012,40000,Petrol,Dealer,0,0,109.0,5.0,18.5,1198.0,86.8,325000
309,Volkswagen,Ameo,2019,10000,Petrol,Dealer,0,0,110.0,5.0,17.0,1198.0,73.75,640000
310,Nissan,Sunny,2012,9000,Petrol,Dealer,0,0,134.0,5.0,16.95,1498.0,97.7,450000
311,Toyota,Etios,2013,70000,Diesel,Dealer,0,1,170.0,5.0,23.59,1364.0,67.06,400000
312,Hyundai,i10,2009,60000,Petrol,Dealer,0,0,111.8,5.0,20.36,1197.0,78.9,215000
313,Renault,Duster,2014,40000,Diesel,Dealer,0,0,200.0,5.0,20.45,1461.0,83.8,570000
314,Mahindra,XUV500,2012,93000,Diesel,Dealer,0,0,330.0,7.0,15.1,2179.0,140.0,680000
315,Toyota,Innova,2008,80000,Diesel,Individual,0,3,200.0,7.0,12.8,2494.0,102.0,325000
316,Tata,Indigo,2011,50000,Petrol,Individual,0,1,100.0,5.0,15.64,1193.0,64.08,150000
317,Hyundai,Elantra,2013,68000,Petrol,Dealer,1,0,177.5,5.0,14.5,1797.0,147.5,690000
318,Tata,Nano,2012,18000,Petrol,Dealer,0,0,51.0,4.0,25.4,624.0,37.5,64000
319,Nissan,Micra,2013,120000,Diesel,Individual,0,0,160.0,5.0,23.08,1461.0,63.1,250000
320,Maruti,Wagon,2005,35000,Petrol,Individual,0,0,90.0,5.0,18.9,998.0,67.1,65000
321,Maruti,Swift,2016,60000,Diesel,Individual,0,1,190.0,5.0,26.59,1248.0,74.0,550000
322,Renault,KWID,2016,30000,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,300000
323,Volkswagen,GTI,2016,70000,Petrol,Individual,1,0,250.0,5.0,16.34,1798.0,189.3,800000
327,Tata,Safari,2015,110000,Diesel,Individual,0,0,320.0,7.0,14.1,2179.0,147.94,503000
328,Maruti,Wagon,2013,58343,Petrol,Trustmark Dealer,0,0,90.0,5.0,21.79,998.0,67.05,225000
329,Maruti,Baleno,2018,38817,Diesel,Dealer,0,0,190.0,5.0,27.39,1248.0,74.0,740000
330,Honda,Jazz,2016,56494,Petrol,Trustmark Dealer,0,0,110.0,5.0,18.2,1199.0,88.7,550000
331,Toyota,Innova,2013,79328,Diesel,Trustmark Dealer,0,1,200.0,7.0,12.99,2494.0,100.6,750000
332,Maruti,Swift,2019,5621,Petrol,Trustmark Dealer,1,0,113.0,5.0,22.0,1197.0,81.8,650000
333,Toyota,Etios,2017,25538,Petrol,Trustmark Dealer,0,0,132.0,5.0,16.78,1496.0,88.73,625000
334,Maruti,Swift,2018,69779,Petrol,Dealer,1,0,113.0,5.0,22.0,1197.0,81.8,600000
335,Hyundai,Grand,2017,56290,Diesel,Dealer,0,0,190.24,5.0,24.0,1186.0,73.97,450000
336,BMW,X4,2019,8500,Diesel,Dealer,1,0,400.0,5.0,16.78,1995.0,190.0,5500000
337,Honda,Amaze,2019,7032,Petrol,Trustmark Dealer,1,0,110.0,5.0,19.0,1199.0,88.76,779000
339,Volvo,V40,2018,2000,Diesel,Dealer,1,0,350.0,5.0,16.8,1984.0,150.0,2475000
341,Honda,CR-V,2009,120000,Petrol,Individual,1,1,218.0,5.0,11.1,2354.0,158.8,500000
342,Maruti,Swift,2015,90000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,480000
343,Hyundai,Verna,2014,70000,Diesel,Individual,0,2,259.8,5.0,22.32,1582.0,126.32,535000
344,Toyota,Innova,2005,240000,Diesel,Individual,0,2,200.0,8.0,12.8,2494.0,102.0,250000
345,Maruti,SX4,2012,100000,Diesel,Individual,0,1,200.0,5.0,21.5,1248.0,88.8,300000
346,Hyundai,Verna,2009,214000,Diesel,Individual,0,1,235.0,5.0,16.8,1493.0,110.0,340000
347,Maruti,Alto,2016,50000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,240000
348,Honda,City,2018,1000,Petrol,Individual,1,0,145.0,5.0,18.0,1497.0,117.6,1085000
349,Maruti,Swift,2017,19000,Diesel,Individual,1,0,190.0,5.0,28.4,1248.0,74.02,750000
350,Tata,Indigo,2012,265000,Diesel,Individual,0,1,132.0,5.0,17.0,1405.0,70.0,95000
351,Maruti,Eeco,2020,35000,CNG,Individual,0,0,85.0,5.0,20.88,1196.0,61.7,409999
352,Maruti,Alto,2014,80000,Petrol,Individual,0,1,90.0,5.0,23.95,998.0,67.05,215000
353,Mahindra,XUV500,2016,50000,Diesel,Individual,1,0,330.0,7.0,16.0,2179.0,140.0,1290000
354,Maruti,Alto,2010,80000,Petrol,Individual,0,0,90.0,5.0,20.92,998.0,67.1,150000
355,Tata,Tiago,2018,100000,Petrol,Individual,0,0,114.0,5.0,23.84,1199.0,84.0,325000
356,Maruti,Eeco,2013,120000,Petrol,Individual,0,1,101.0,5.0,15.1,1196.0,73.0,260000
361,Volvo,XC40,2019,20000,Diesel,Individual,1,0,400.0,5.0,18.0,1969.0,190.0,3800000
370,BMW,X4,2019,7500,Diesel,Dealer,1,0,400.0,5.0,16.78,1995.0,190.0,5400000
375,Honda,Amaze,2019,40000,Diesel,Individual,1,0,160.0,5.0,23.8,1498.0,78.9,700000
376,Hyundai,Creta,2017,45000,Diesel,Individual,0,0,219.7,5.0,21.38,1396.0,88.7,950000
377,Maruti,Alto,2010,80000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,160000
378,Hyundai,Xcent,2015,135000,Diesel,Individual,0,1,180.4,5.0,24.4,1120.0,71.01,409999
379,Toyota,Innova,2015,120000,Diesel,Individual,0,1,200.0,7.0,12.99,2494.0,100.6,840000
380,Toyota,Etios,2013,67000,Diesel,Individual,0,0,170.0,5.0,23.59,1364.0,67.1,450000
381,Maruti,Swift,2017,50000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.02,900000
382,Toyota,Innova,2008,134000,Diesel,Individual,0,1,200.0,7.0,12.8,2494.0,102.0,570000
383,Nissan,Micra,2011,110000,Diesel,Individual,0,1,160.0,5.0,23.08,1461.0,63.1,254999
384,Maruti,800,2009,40000,Petrol,Individual,0,0,59.0,4.0,16.1,796.0,37.0,130000
385,Maruti,Swift,2013,120000,Diesel,Individual,0,1,190.0,5.0,23.4,1248.0,74.0,530000
386,Volkswagen,Polo,2015,110000,Diesel,Individual,0,1,230.0,5.0,20.14,1498.0,88.8,520000
387,Mahindra,Verito,2011,170000,Diesel,Individual,0,1,160.0,5.0,21.0,1461.0,64.1,229999
388,Maruti,800,2004,80000,Petrol,Individual,0,1,59.0,4.0,16.1,796.0,37.0,81000
389,Maruti,Swift,2016,47000,Diesel,Individual,0,0,190.0,5.0,25.2,1248.0,74.0,600000
390,Hyundai,Xcent,2015,93000,Petrol,Individual,0,0,113.75,5.0,19.1,1197.0,81.86,409999
391,Ford,Figo,2015,70000,Diesel,Individual,0,0,160.0,5.0,20.0,1399.0,68.05,292000
392,Tata,Safari,2012,80000,Diesel,Individual,0,0,320.0,7.0,13.93,2179.0,138.03,390000
393,Ford,Figo,2016,44000,Petrol,Individual,0,0,112.0,5.0,18.16,1196.0,86.8,550000
394,Maruti,Celerio,2014,25000,Petrol,Individual,0,0,90.0,5.0,23.1,998.0,67.04,385000
395,Hyundai,Creta,2016,25000,Petrol,Individual,0,0,151.0,5.0,15.29,1591.0,121.3,800000
396,Maruti,Swift,2019,10000,Petrol,Individual,0,0,113.0,5.0,21.21,1197.0,81.8,675000
397,Tata,Hexa,2018,50000,Diesel,Individual,0,0,400.0,7.0,17.6,2179.0,153.86,1525000
398,Ford,EcoSport,2018,30000,Diesel,Individual,0,0,205.0,5.0,23.0,1498.0,98.96,950000
399,Hyundai,i20,2015,50000,Diesel,Individual,0,1,219.66,5.0,21.19,1396.0,88.73,610000
400,Hyundai,i20,2012,120000,Diesel,Individual,0,0,219.7,5.0,22.54,1396.0,88.73,525000
402,Mahindra,Bolero,2015,80000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,375000
403,Nissan,Terrano,2015,90000,Diesel,Individual,0,0,200.0,5.0,20.45,1461.0,83.8,580000
404,Maruti,Swift,2015,50000,Petrol,Individual,0,1,115.0,5.0,20.4,1197.0,83.11,434999
405,Datsun,RediGO,2020,2136,Petrol,Individual,0,0,91.0,5.0,22.5,999.0,67.0,350000
406,Toyota,Innova,2012,250000,Diesel,Individual,0,0,200.0,7.0,12.99,2494.0,100.0,730000
407,Toyota,Innova,2015,120000,Diesel,Individual,0,0,200.0,7.0,12.99,2494.0,100.6,1050000
408,Maruti,Baleno,2017,70000,Diesel,Individual,0,0,190.0,5.0,27.39,1248.0,74.0,735000
409,Renault,Duster,2018,18000,Diesel,Dealer,0,0,245.0,5.0,19.6,1461.0,108.45,1050000
410,Chevrolet,Enjoy,2016,110000,Diesel,Individual,0,1,172.5,7.0,18.2,1248.0,73.74,420000
411,Maruti,SX4,2017,60000,Diesel,Individual,0,0,200.0,5.0,23.65,1248.0,88.5,800000
412,Toyota,Fortuner,2015,60000,Diesel,Individual,1,0,360.0,7.0,12.55,2982.0,168.5,2000000
413,Maruti,Swift,2016,147000,Diesel,Individual,0,1,190.0,5.0,26.59,1248.0,74.0,600000
414,Toyota,Fortuner,2015,130000,Diesel,Individual,1,0,360.0,7.0,12.55,2982.0,168.5,1900000
415,Chevrolet,Captiva,2011,99500,Diesel,Individual,0,2,320.0,7.0,11.5,1991.0,147.9,500000
416,Tata,Indica,2011,110000,Diesel,Individual,0,1,135.0,5.0,17.0,1405.0,71.0,200000
417,Nissan,Micra,2016,35000,Petrol,Individual,0,0,104.0,5.0,19.49,1198.0,67.04,370000
418,Hyundai,Verna,2010,110000,Diesel,Individual,0,1,24.0,5.0,16.2,1493.0,110.0,260000
419,Maruti,Ertiga,2014,21000,Petrol,Individual,0,0,130.0,7.0,16.02,1373.0,93.7,610000
420,Ford,Fiesta,2013,60000,Diesel,Individual,0,1,204.0,5.0,23.5,1498.0,90.0,300000
421,Tata,Indigo,2010,40000,Diesel,Individual,0,0,140.0,5.0,16.6,1405.0,70.0,140000
422,Hyundai,i10,2008,50000,Petrol,Individual,0,0,99.04,5.0,19.81,1086.0,68.05,229999
423,Maruti,A-Star,2010,65000,Petrol,Individual,0,1,90.0,5.0,19.0,998.0,66.1,200000
424,Maruti,Wagon,2011,80000,Petrol,Individual,0,0,90.0,5.0,18.9,998.0,67.1,200000
425,Hyundai,Verna,2015,119000,Diesel,Individual,0,0,259.9,5.0,23.9,1582.0,126.2,560000
426,Maruti,Ertiga,2016,80000,Diesel,Individual,0,0,200.0,7.0,24.52,1248.0,88.5,750000
427,Maruti,Swift,2017,90000,Diesel,Individual,0,0,190.0,5.0,25.2,1248.0,74.0,585000
428,Hyundai,Verna,2016,20000,Petrol,Individual,0,0,154.9,5.0,17.01,1591.0,121.4,760000
429,Maruti,Swift,2014,80000,Diesel,Individual,0,1,190.0,5.0,25.2,1248.0,74.0,430000
430,Mahindra,KUV,2020,44665,Diesel,Individual,0,0,190.0,6.0,25.32,1198.0,77.0,480000
431,Kia,Seltos,2019,10000,Diesel,Individual,0,0,250.0,5.0,20.8,1493.0,113.4,643000
432,Hyundai,Xcent,2018,60000,Petrol,Individual,0,0,113.75,5.0,20.14,1197.0,81.86,500000
433,Honda,Brio,2016,22000,Petrol,Individual,0,0,109.0,5.0,18.5,1198.0,86.8,425000
434,Maruti,Alto,2014,25000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,250000
435,Maruti,Celerio,2016,70000,Diesel,Individual,0,0,125.0,5.0,27.62,793.0,47.0,285000
436,Maruti,Swift,2008,123000,Petrol,Individual,0,2,114.0,5.0,17.5,1298.0,85.8,160000
437,Volkswagen,Vento,2011,70000,Diesel,Individual,0,1,250.0,5.0,20.54,1598.0,103.6,250000
438,Toyota,Etios,2013,45000,Diesel,Individual,0,0,170.0,5.0,23.59,1364.0,67.06,409999
439,Hyundai,Grand,2015,40000,Petrol,Individual,1,0,114.0,5.0,18.9,1197.0,82.0,400000
440,Maruti,Swift,2019,30000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.02,700000
441,Honda,Civic,2007,90000,Petrol,Individual,1,0,172.0,5.0,12.9,1799.0,130.0,350000
442,Maruti,Ertiga,2016,34000,Petrol,Individual,0,1,130.0,7.0,17.5,1373.0,91.1,660000
443,Maruti,Alto,2017,25000,Petrol,Individual,0,0,69.0,5.0,24.7,796.0,47.3,268000
444,Maruti,Alto,2016,50000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,270000
445,Chevrolet,Beat,2013,50000,Diesel,Individual,0,0,150.0,5.0,25.44,936.0,57.6,300000
446,Tata,Tiago,2017,90000,Petrol,Individual,0,0,114.0,5.0,23.84,1199.0,84.0,450000
447,Chevrolet,Beat,2012,70000,Diesel,Individual,0,1,150.0,5.0,25.44,936.0,57.6,220000
448,Tata,New,2009,146000,Diesel,Individual,0,1,320.0,7.0,13.93,2179.0,138.0,250000
449,Ford,Figo,2012,85000,Petrol,Individual,0,1,102.0,5.0,15.6,1196.0,70.0,300000
450,Tata,Indica,2009,201850,Diesel,Individual,0,1,85.0,5.0,17.88,1396.0,52.8,88000
451,Maruti,Swift,2016,30000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,561000
452,Maruti,Swift,2018,15000,Diesel,Individual,0,0,190.0,5.0,28.4,1248.0,74.02,755000
453,Maruti,Alto,2011,90000,Petrol,Individual,0,0,90.0,5.0,20.92,998.0,67.1,165000
454,Maruti,Swift,2008,80000,Diesel,Individual,0,1,190.0,5.0,19.3,1248.0,73.9,190000
455,Tata,Indica,2011,50000,Diesel,Individual,0,0,83.0,5.0,17.2,1396.0,53.5,110000
456,Mahindra,Bolero,2012,80000,Diesel,Individual,0,1,180.0,8.0,13.6,2523.0,63.0,320000
458,Hyundai,i20,2016,38000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,540000
459,Maruti,Eeco,2016,100000,Petrol,Individual,0,2,101.0,7.0,15.37,1196.0,73.0,270000
460,Maruti,Swift,2012,30000,Petrol,Individual,0,0,114.0,5.0,17.5,1197.0,85.8,450000
461,Maruti,Swift,2014,30000,Petrol,Individual,0,0,114.0,5.0,19.1,1197.0,85.8,450000
462,Chevrolet,Beat,2015,50000,Petrol,Individual,0,0,106.5,5.0,18.6,1199.0,76.8,200000
463,Chevrolet,Sail,2016,30000,Petrol,Individual,0,0,108.5,5.0,18.2,1199.0,82.4,400000
464,Maruti,Alto,2009,60000,Petrol,Individual,0,2,62.0,5.0,19.7,796.0,46.3,125000
465,Jeep,Compass,2018,14000,Diesel,Individual,0,0,350.0,5.0,17.1,1956.0,170.0,1600000
466,Honda,City,2015,22000,Petrol,Individual,0,0,145.0,5.0,17.4,1497.0,117.3,900000
467,Volkswagen,Vento,2012,90000,Diesel,Individual,0,0,250.0,5.0,20.54,1598.0,103.6,450000
468,Hyundai,i20,2018,20000,Petrol,Individual,0,0,114.7,5.0,18.6,1197.0,81.83,801000
469,Tata,Venture,2014,15000,Diesel,Individual,0,0,135.0,7.0,15.42,1405.0,70.0,317000
470,Hyundai,i20,2014,30000,Petrol,Individual,0,1,113.7,5.0,18.5,1197.0,82.85,330000
472,Hyundai,Getz,2007,110000,Petrol,Individual,0,1,115.0,5.0,15.3,1341.0,83.0,120000
473,Chevrolet,Sail,2015,80000,Petrol,Individual,0,0,108.5,5.0,18.2,1199.0,82.4,220000
475,Tata,Zest,2015,110000,Petrol,Individual,0,0,140.0,5.0,17.57,1193.0,88.7,340000
476,Ford,Classic,2013,70000,Diesel,Individual,0,1,160.0,5.0,19.68,1399.0,67.0,200000
477,Maruti,Alto,2002,50000,Petrol,Individual,0,1,62.0,5.0,19.7,796.0,46.3,140000
478,Toyota,Innova,2013,190000,Diesel,Individual,0,0,200.0,8.0,12.99,2494.0,100.6,1000000
479,Mahindra,Bolero,2010,100000,Diesel,Individual,0,1,180.0,7.0,13.6,2523.0,63.0,495000
480,Maruti,Alto,2015,60000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,236000
481,Maruti,Swift,2009,90000,Diesel,Individual,0,1,190.0,5.0,19.3,1248.0,73.9,275000
483,Maruti,Vitara,2017,32000,Diesel,Dealer,0,0,200.0,5.0,24.3,1248.0,88.5,775000
484,Toyota,Innova,2016,30000,Diesel,Individual,1,0,360.0,7.0,11.36,2755.0,171.5,1800000
485,Maruti,Vitara,2018,5000,Diesel,Individual,0,0,200.0,5.0,24.3,1248.0,88.5,750000
486,Hyundai,Grand,2018,32000,Petrol,Individual,0,0,113.75,5.0,18.9,1197.0,81.86,580000
487,Honda,Jazz,2016,30000,Petrol,Individual,0,0,110.0,5.0,18.7,1199.0,88.7,484999
488,Honda,BR-V,2017,43000,Petrol,Dealer,0,0,145.0,7.0,15.4,1497.0,117.3,700000
489,Hyundai,Verna,2012,60000,Petrol,Dealer,0,0,144.15,5.0,17.7,1497.0,113.42,415000
490,Nissan,Micra,2015,50000,Petrol,Individual,1,0,104.0,5.0,19.34,1198.0,76.0,325000
491,Ford,Figo,2018,14200,Petrol,Individual,0,0,112.0,5.0,18.16,1196.0,86.8,550000
492,Hyundai,EON,2017,10000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,300000
493,Datsun,RediGO,2018,25000,Petrol,Individual,0,0,72.0,5.0,22.7,799.0,53.64,217000
494,Ford,Freestyle,2018,19100,Petrol,Individual,0,0,120.0,5.0,19.0,1194.0,94.68,700000
495,Ford,EcoSport,2014,54000,Diesel,Dealer,0,0,205.0,5.0,23.0,1498.0,98.96,484999
496,Nissan,Sunny,2018,35000,Diesel,Individual,0,0,200.0,5.0,22.71,1461.0,84.8,670000
497,Hyundai,Grand,2018,20000,Petrol,Individual,0,1,113.75,5.0,18.9,1197.0,81.86,500000
498,Maruti,SX4,2016,52000,Diesel,Individual,0,0,200.0,5.0,23.65,1248.0,88.5,675000
499,Hyundai,i20,2011,120000,Diesel,Individual,0,1,220.0,5.0,23.0,1396.0,90.0,220000
500,Maruti,Ertiga,2013,120000,Diesel,Individual,0,1,200.0,7.0,20.77,1248.0,88.8,630000
501,Tata,Manza,2010,90000,Diesel,Individual,0,1,200.0,5.0,18.8,1248.0,90.0,250000
502,Hyundai,Verna,2013,75000,Diesel,Individual,1,0,259.9,5.0,22.32,1582.0,126.3,525000
505,Mahindra,Scorpio,2016,100000,Diesel,Individual,0,0,280.0,7.0,15.4,1997.0,120.0,1100000
506,Renault,Duster,2012,55735,Diesel,Individual,0,1,248.0,5.0,19.01,1461.0,108.45,480000
507,Mahindra,XUV500,2014,80000,Diesel,Individual,0,1,330.0,7.0,15.1,2179.0,140.0,605000
508,Maruti,Alto,2016,50000,Petrol,Individual,0,1,69.0,5.0,24.7,796.0,47.3,250000
509,Ford,Figo,2013,70000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.1,245000
510,Hyundai,i10,2012,76000,Petrol,Individual,0,3,111.7,5.0,20.36,1197.0,78.9,210000
511,Maruti,Swift,2020,1500,Petrol,Individual,0,0,113.0,5.0,21.21,1197.0,81.8,730000
512,Mahindra,Bolero,2012,76000,Diesel,Individual,0,0,195.0,7.0,15.96,2523.0,62.1,500000
513,Hyundai,EON,2015,60000,Petrol,Individual,0,1,74.5,5.0,21.1,814.0,55.2,280000
514,Toyota,Innova,2009,170000,Diesel,Individual,0,2,200.0,8.0,12.8,2494.0,102.0,561000
515,Mitsubishi,Pajero,2013,181491,Diesel,Dealer,0,0,400.0,7.0,13.5,2477.0,175.56,950000
516,Chevrolet,Beat,2016,53319,Diesel,Dealer,0,0,142.5,5.0,25.44,936.0,56.3,375000
517,Volkswagen,Ameo,2017,40906,Diesel,Dealer,0,0,250.0,5.0,21.66,1498.0,108.62,700000
518,Toyota,Etios,2012,31711,Petrol,Dealer,0,1,132.0,5.0,17.6,1496.0,88.7,375000
519,Hyundai,EON,2012,43755,Petrol,Dealer,0,1,74.5,5.0,21.1,814.0,55.2,270000
520,Maruti,Zen,2010,59549,Petrol,Dealer,0,0,90.0,5.0,19.0,998.0,67.1,225000
521,Toyota,Innova,2015,94385,Diesel,Dealer,0,0,200.0,8.0,12.99,2494.0,100.6,1350000
522,Maruti,Zen,2010,73730,Petrol,Dealer,0,0,90.0,5.0,18.2,998.0,67.1,200000
523,Toyota,Fortuner,2013,148120,Diesel,Dealer,0,0,420.0,7.0,14.24,2755.0,174.5,1500000
524,Hyundai,Grand,2018,30000,Petrol,Individual,1,0,113.75,5.0,18.9,1197.0,81.86,580000
525,Tata,Aria,2011,142000,Diesel,Individual,0,2,320.0,7.0,13.7,2179.0,138.1,337000
526,Tata,Sumo,2011,20000,Diesel,Individual,0,0,1128.0,10.0,12.2,1948.0,68.0,175000
527,Tata,Manza,2009,120000,Diesel,Individual,0,1,200.0,5.0,18.8,1248.0,90.0,180000
528,Hyundai,i10,2011,80000,Petrol,Individual,0,0,99.04,5.0,19.81,1086.0,68.05,200000
529,Tata,Indigo,2016,60000,Diesel,Individual,0,0,135.0,5.0,19.09,1405.0,69.01,260000
530,Renault,KWID,2016,25000,Petrol,Individual,0,0,91.0,5.0,23.01,999.0,67.0,350000
531,Mahindra,Bolero,2011,50000,Diesel,Individual,0,1,180.0,7.0,13.6,2523.0,63.0,409999
532,Mahindra,TUV,2017,126000,Diesel,Individual,0,0,240.0,7.0,18.49,1493.0,100.0,655000
533,Maruti,Swift,2015,170000,Diesel,Individual,0,0,190.0,5.0,26.59,1248.0,74.0,370000
534,Maruti,Alto,2013,24000,Petrol,Individual,0,0,69.0,5.0,22.74,796.0,47.3,200000
535,Maruti,Ertiga,2017,100000,Diesel,Individual,0,1,200.0,7.0,24.52,1248.0,88.5,800000
536,Tata,Tiago,2019,10000,Petrol,Individual,0,0,114.0,5.0,24.0,1199.0,83.81,550000
537,Ford,Figo,2012,70000,Diesel,Individual,0,1,160.0,5.0,20.0,1399.0,68.0,300000
538,Maruti,Wagon,2011,110000,Petrol,Individual,0,0,90.0,5.0,18.9,998.0,67.1,196000
539,Hyundai,i10,2008,80000,Petrol,Individual,0,1,99.04,5.0,19.81,1086.0,68.05,135000
540,Tata,Bolt,2015,16500,Petrol,Individual,0,0,140.0,5.0,17.57,1193.0,88.7,299000
541,Maruti,Alto,2017,30000,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,300000
542,Maruti,Ertiga,2017,80000,Diesel,Individual,0,0,200.0,7.0,24.52,1248.0,88.5,720000
543,Maruti,Alto,2016,25000,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,300000
544,Hyundai,Grand,2019,20000,Diesel,Individual,0,0,190.24,5.0,24.0,1186.0,73.97,750000
545,Renault,KWID,2016,60000,Petrol,Individual,0,0,72.0,5.0,25.17,799.0,53.3,260000
546,Mahindra,Bolero,2014,50000,Diesel,Individual,0,1,195.0,7.0,15.96,2523.0,62.1,600000
547,Honda,Accord,2004,100000,Petrol,Individual,1,1,196.0,5.0,9.0,2997.0,218.0,275000
548,Maruti,Alto,2015,52000,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,250000
549,Maruti,Swift,2014,80000,Diesel,Individual,0,0,190.0,5.0,23.4,1248.0,74.0,420000
550,Hyundai,EON,2015,50000,Petrol,Individual,0,0,74.5,5.0,21.1,814.0,55.2,235000
551,Mahindra,Scorpio,2016,60000,Diesel,Individual,0,0,280.0,7.0,15.4,2179.0,120.0,1100000
552,Maruti,Alto,2019,25000,Petrol,Individual,0,0,90.0,5.0,23.95,998.0,67.05,360000
553,Hyundai,Grand,2014,50000,Diesel,Individual,0,1,160.0,5.0,24.0,1120.0,70.0,380000
